Data,Cod. PV,GBLU,GAS,BSP,
43154,2656,2,15,2,
43154,6381,2,6,2,
43154,1658,3,12,7,
43154,2970,,6,2,
43154,2999,,12,8,
43154,13823,,22,3,
43154,52871,,2,1,
43154,15523,,8,3,
43154,6370,,6,,
43154,2939,,32,5,
43154,52652,,12,3,
43154,13848,,15,10,
43154,13810,,4,2,
43154,12113,,17,8,
43154,3762,3,26,7,
43154,55602,1,4,1,
43154,6337,,18,,
43154,55642,1,6,3,
43154,6334,5,20,5,
43154,54498,2,16,4,
43154,2690,3,12,3,
43154,1727,2,7,3,
43154,25542,,11,3,
43154,13820,2,32,2,
43154,25554,4,24,8,
43154,59894,10,,,
43154,6290,2,11,5,
43154,2705,2,20,8,
43154,22967,,8,4,
43154,22975,2,10,3,
43154,3487,,4,3,
43154,3831,,13,6,
43154,11728,,6,4,
43154,5536,7,8,13,
43154,25565,,12,5,
43154,5588,,14,6,
43154,11742,5,,,
43154,12693,,5,4,
43154,1971,2,8,6,
43154,2961,2,4,,
43154,12939,,3,2,
43154,55949,4,10,6,
43154,2662,2,6,1,
43154,5591,,5,,
43154,2062,,5,4,
43154,12072,,5,1,
43154,2142,2,4,3,
43154,6359,,2,1,
43154,25575,,8,2,
43154,2143,5,20,5,
43154,11719,2,21,2,
43154,5548,,7,6,
43154,3793,,3,,
43154,1762,,7,3,
43154,12694,2,20,3,
43154,53958,,5,2,
43154,58000,,2,2,
43154,12107,2,10,5,
43154,57595,,10,5,
43154,57056,2,8,2,
43154,2094,,15,7,
43154,2965,3,9,5,
43154,25571,,14,7,
43154,51704,2,10,2,
43154,2113,1,5,2,
43154,11973,,7,3,
43154,25517,2,5,3,
43154,6210,3,15,7,
43154,6244,2,11,4,
43154,2097,,9,5,
43154,3887,,10,,
43154,56633,1,13,2,
43154,6358,2,22,3,
43154,12699,,2,,
43154,12697,,4,3,
43154,1688,,7,2,
43154,53903,2,5,2,
43154,13857,,7,3,
43154,12695,3,10,2,
43154,22968,,17,4,
43154,2109,2,11,6,
43154,12942,2,8,2,
43154,25548,2,4,3,
43154,11727,2,18,2,
43154,15501,2,14,2,
43154,11748,,2,,
43154,57962,2,13,7,
43154,6460,2,5,2,
43154,5586,,2,1,
43154,25515,2,29,5,
43154,16448,,8,2,
43154,56808,,5,3,
43154,2704,2,11,4,
43154,13755,,13,3,
43154,6219,2,12,10,
43154,6255,,8,,
43154,3847,1,3,1,
43155,1676,2,21,5,
43155,5530,2,14,6,
43155,11734,1,8,2,
43155,52863,2,7,4,
43155,51568,,31,5,
43155,53667,,18,7,
43155,54593,3,17,4,
43155,13859,,6,3,
43155,55422,,10,,
43155,3816,4,30,3,
43155,55557,2,9,6,
43155,3893,,6,2,
43155,2036,,12,4,
43155,2021,2,15,7,
43155,16447,3,14,3,
43155,55817,,9,4,
43155,12105,,3,1,
43155,12114,2,5,3,
43155,6264,1,2,2,
43155,2692,,5,2,
43155,25555,,3,2,
43155,5589,,6,4,
43155,5535,2,10,7,
43155,12052,,6,4,
43155,6447,1,5,3,
43155,1678,3,22,4,
43155,52474,2,26,8,
43155,57601,1,6,,
43155,54380,,18,6,
43155,25501,,36,,
43155,2052,6,18,12,
43155,22960,2,20,3,
43155,6303,5,2,3,
43155,6437,1,8,4,
43155,57007,,19,6,
43155,53514,,3,2,
43155,2075,,12,8,
43155,1718,,4,,
43155,1694,,4,2,
43155,16435,2,6,2,
43155,3817,1,8,4,
43155,6408,2,5,2,
43155,52889,,4,1,
43155,15553,,2,,
43155,6248,1,3,1,
43155,1784,,6,3,
43155,56381,,6,,
43155,1743,,,3,
43155,55973,2,3,,
43155,13792,,3,,
43155,25510,,5,3,
43155,56581,2,10,4,
43155,1693,1,6,2,
43155,13856,,2,1,
43155,13810,,2,,
43155,6337,2,6,8,
43155,13840,4,20,10,
43155,13820,5,24,7,
43155,5805,3,7,4,
43155,6253,2,5,5,
43155,2024,,5,2,
43155,2945,,3,1,
43155,2023,,7,3,
43155,12107,,8,4,
43155,51704,,5,,
43155,6224,4,10,4,
43155,6244,,6,3,
43155,12967,1,2,,
43155,57605,,10,1,
43155,2109,,8,,
43155,2074,,26,11,
43155,6249,,20,12,
43155,25548,,4,3,
43155,3895,,10,3,
43155,6304,7,29,,
43155,6297,,6,3,
43157,53171,2,3,,
43157,13846,2,10,5,
43157,1676,,8,3,
43157,5530,2,14,6,
43157,52399,2,8,3,
43157,54479,,6,,
43157,1964,2,4,2,
43157,51568,5,26,5,
43157,13859,2,6,1,
43157,58414,4,20,6,
43157,53216,3,12,8,
43157,56835,,36,,
43157,11958,,8,2,
43157,55422,2,15,5,
43157,13495,,2,1,
43157,6204,1,3,2,
43157,6357,1,4,1,
43157,3896,,9,2,
43157,52444,4,28,4,
43157,56011,5,22,10,
43157,12115,,5,2,
43157,3893,,3,3,
43157,12082,2,16,4,
43157,57606,,5,,
43157,1736,,10,,
43157,6259,4,20,13,
43157,2989,,4,1,
43157,12105,,4,1,
43157,6466,2,,,
43157,12073,,,2,
43157,1690,,7,2,
43157,12103,,10,4,
43157,2098,2,9,4,
43157,12114,,17,7,
43157,53174,2,26,10,
43157,6264,2,2,2,
43157,56388,,7,3,
43157,25555,,22,2,
43157,5589,2,10,4,
43157,57273,,13,2,
43157,13763,,6,2,
43157,2667,1,5,3,
43157,11723,,3,1,
43157,2138,1,4,1,
43157,15548,3,10,4,
43157,1678,2,16,2,
43157,2053,,8,2,
43157,2111,2,12,5,
43157,2716,,4,2,
43157,2686,2,7,5,
43157,12060,1,3,4,
43157,2672,,1,1,
43157,16454,,4,,
43157,52474,5,19,12,
43157,52474,,36,,
43157,57601,1,9,2,
43157,13501,,8,5,
43157,56554,3,13,4,
43157,1717,,4,2,
43157,15505,,30,6,
43157,25501,4,26,6,
43157,11745,,27,10,
43157,2141,2,10,4,
43157,16445,,11,,
43157,3465,,12,7,
43157,2974,2,5,2,
43157,25534,2,14,5,
43157,6338,,4,4,
43157,57835,5,18,6,
43157,53490,12,10,3,
43157,6231,2,10,6,
43157,53514,2,2,2,
43157,5543,,8,3,
43157,51516,2,15,4,
43157,3842,2,11,5,
43157,59058,,7,,
43157,22973,3,14,3,
43157,51700,,6,2,
43157,1718,,14,8,
43157,3835,,7,3,
43157,52494,,14,6,
43157,5868,,11,3,
43157,51226,,8,2,
43157,51024,2,6,4,
43157,3817,2,8,2,
43157,2718,1,5,4,
43157,1968,2,16,6,
43157,2060,2,6,2,
43157,52510,2,12,7,
43157,12101,2,12,3,
43157,22981,,6,3,
43157,52082,,3,,
43157,3838,1,14,2,
43157,6248,1,8,3,
43157,56381,3,8,3,
43157,6292,3,12,4,
43157,1743,,10,10,
43157,22963,,9,3,
43157,55973,2,10,8,
43157,13825,1,2,1,
43157,13792,2,12,4,
43157,2656,2,18,2,
43157,1658,3,12,6,
43157,13823,,18,,
43157,1693,,3,1,
43157,22983,1,8,2,
43157,15523,,7,7,
43157,2939,3,30,4,
43157,13810,1,4,3,
43157,3853,2,3,4,
43157,2996,2,10,5,
43157,6337,,8,4,
43157,6334,4,20,5,
43157,54498,,10,,
43157,13820,,30,6,
43157,25554,4,24,8,
43157,2702,5,14,10,
43157,11749,2,13,9,
43157,3487,,7,2,
43157,3831,2,8,3,
43157,11728,2,18,4,
43157,2990,,9,3,
43157,25565,3,17,,
43157,5536,,10,14,
43157,5588,,15,5,
43157,1971,2,11,3,
43157,13527,,13,7,
43157,57411,,,3,
43157,2662,,8,2,
43157,5591,,3,2,
43157,2062,,5,3,
43157,12072,,4,2,
43157,22984,,2,2,
43157,2142,,6,6,
43157,25575,,12,4,
43157,2143,,3,,
43157,11719,,14,2,
43157,52431,1,6,2,
43157,5548,2,7,6,
43157,3793,1,10,4,
43157,2024,1,4,2,
43157,22966,,6,2,
43157,1762,,5,3,
43157,53958,,5,1,
43157,58000,,2,1,
43157,12107,3,10,5,
43157,57056,,8,4,
43157,2094,3,18,7,
43157,6366,,6,3,
43157,51704,2,10,2,
43157,2113,,7,3,
43157,11973,2,6,1,
43157,25517,,15,5,
43157,56248,,2,2,
43157,5505,2,8,4,
43157,56938,13,,6,
43157,2097,,7,2,
43157,12967,,3,2,
43157,3887,3,10,,
43157,56633,,8,2,
43157,56425,2,8,3,
43157,22979,3,17,8,
43157,1688,1,3,2,
43157,53903,2,7,2,
43157,2994,,13,,
43157,6373,2,26,8,
43157,22959,,10,3,
43157,57605,,3,1,
43157,2109,2,10,4,
43157,6249,3,12,,
43157,25548,,2,2,
43157,11667,,6,2,
43157,5586,,2,2,
43157,25515,2,31,3,
43157,16448,2,7,,
43157,56808,2,4,,
43157,13755,,8,2,
43158,1676,,11,2,
43158,5530,,12,,
43158,11734,,4,,
43158,1955,,7,2,
43158,12108,2,12,7,
43158,54479,,6,1,
43158,53667,,15,10,
43158,6351,2,5,2,
43158,55702,8,10,7,
43158,54593,4,16,,
43158,13859,,4,1,
43158,22985,2,7,3,
43158,16462,5,16,3,
43158,11975,,6,,
43158,55422,,12,,
43158,53730,5,26,6,
43158,6357,,5,2,
43158,6204,1,3,2,
43158,3809,,7,5,
43158,3816,7,26,3,
43158,55557,2,9,6,
43158,2963,,8,8,
43158,53306,4,16,4,
43158,12115,2,,,
43158,3893,,2,,
43158,51725,3,18,10,
43158,3550,,12,6,
43158,2036,4,18,,
43158,1736,4,,5,
43158,55420,2,24,,
43158,12698,,5,,
43158,16447,2,7,5,
43158,22982,,8,4,
43158,12105,,4,2,
43158,6466,1,4,2,
43158,53221,3,14,6,
43158,12073,,4,2,
43158,6264,,2,2,
43158,2946,2,9,6,
43158,2692,,7,2,
43158,56388,1,6,1,
43158,1787,3,4,3,
43158,2667,1,6,3,
43158,25556,2,12,2,
43158,12052,2,5,3,
43158,2138,,2,,
43158,15548,,10,4,
43158,6447,2,4,4,
43158,1678,,14,,
43158,6377,2,8,2,
43158,3777,1,14,3,
43158,6353,3,32,2,
43158,16454,,4,,
43158,11766,,20,6,
43158,57601,3,6,1,
43158,13833,1,8,2,
43158,6203,,4,2,
43158,2052,,15,6,
43158,12117,,12,3,
43158,22960,2,20,3,
43158,6437,3,8,4,
43158,57842,2,13,5,
43158,13766,,2,2,
43158,55905,2,15,5,
43158,52420,2,7,3,
43158,6416,3,11,9,
43158,13855,5,18,9,
43158,53514,2,4,3,
43158,2075,4,14,8,
43158,5543,2,,,
43158,6403,7,17,4,
43158,16444,4,14,5,
43158,6428,3,12,6,
43158,6263,,2,2,
43158,6369,,21,4,
43158,53242,,11,4,
43158,2030,,4,2,
43158,57598,2,10,5,
43158,16435,1,6,2,
43158,51024,3,8,3,
43158,5514,3,17,8,
43158,3817,,6,,
43158,51740,1,14,8,
43158,11951,,7,4,
43158,55360,4,12,4,
43158,53493,,3,2,
43158,16408,,3,2,
43158,54385,,,2,
43158,6405,,4,1,
43158,52889,1,6,1,
43158,6408,2,6,4,
43158,5518,,1,2,
43158,52410,2,10,5,
43158,52982,3,19,6,
43158,52438,3,13,1,
43158,54484,6,,14,
43158,51743,,8,8,
43158,22974,2,12,,
43158,56778,4,13,4,
43158,55924,4,8,4,
43158,52082,,2,,
43158,51755,1,10,3,
43158,54341,2,6,3,
43158,6376,4,15,4,
43158,13535,,11,4,
43158,1743,3,,,
43158,2700,,8,1,
43158,2654,2,12,4,
43158,2970,2,5,2,
43158,13823,2,18,,
43158,52652,,14,3,
43158,51733,3,15,6,
43158,13856,1,2,1,
43158,13810,,2,,
43158,12113,3,14,3,
43158,6337,4,6,6,
43158,55642,1,4,2,
43158,56350,2,16,2,
43158,2690,,12,3,
43158,1727,2,8,4,
43158,25542,2,10,3,
43158,2705,4,17,6,
43158,56193,2,10,3,
43158,13862,3,26,7,
43158,22967,,8,4,
43158,13534,,8,6,
43158,22975,3,10,3,
43158,1772,5,15,6,
43158,5536,6,,,
43158,5588,7,,,
43158,12693,1,7,4,
43158,2961,,6,3,
43158,12939,,4,2,
43158,54252,2,20,3,
43158,2662,2,7,,
43158,5591,,4,2,
43158,6253,2,6,4,
43158,1970,2,7,4,
43158,6359,,3,2,
43158,2143,,14,4,
43158,11719,2,13,,
43158,2024,1,5,2,
43158,2945,,5,2,
43158,58000,1,,,
43158,2023,,6,3,
43158,12107,,8,4,
43158,57595,,9,2,
43158,25571,5,18,9,
43158,1671,,15,7,
43158,51704,,5,2,
43158,6224,3,18,4,
43158,6358,2,8,,
43158,59056,,4,2,
43158,12697,,4,3,
43158,1688,1,4,2,
43158,13857,2,7,3,
43158,12695,,13,2,
43158,22968,3,17,4,
43158,57605,,6,,
43158,2074,6,26,5,
43158,12942,4,6,2,
43158,6249,,16,,
43158,25548,2,3,,
43158,15501,2,12,4,
43158,6304,,36,,
43158,6460,2,4,,
43158,57962,4,14,8,
43158,56808,,,2,
43158,16448,,5,,
43158,2704,,9,3,
43158,11971,3,5,3,
43158,13755,,9,1,
43158,6219,2,12,6,
43158,6255,,10,2,
43159,53171,,2,2,
43159,11725,,15,5,
43159,13846,2,7,3,
43159,5530,3,13,6,
43159,11734,,6,2,
43159,54479,,5,,
43159,1964,,7,,
43159,52863,,9,4,
43159,51568,,36,,
43159,6423,10,16,8,
43159,22971,7,27,2,
43159,6270,3,7,5,
43159,13859,,4,1,
43159,55567,,2,1,
43159,58414,3,18,6,
43159,3496,,25,10,
43159,55422,2,12,,
43159,6204,1,4,,
43159,6357,,4,,
43159,3896,,13,4,
43159,3893,,4,2,
43159,51725,3,,,
43159,57606,3,14,4,
43159,2021,2,18,5,
43159,58098,5,,,
43159,59213,3,10,2,
43159,13814,,4,3,
43159,2698,,10,2,
43159,16447,2,10,3,
43159,12105,,4,1,
43159,57602,2,7,,
43159,11674,2,6,4,
43159,1690,1,6,3,
43159,12103,,9,3,
43159,12114,2,,,
43159,6264,,2,,
43159,56388,2,5,1,
43159,57273,2,14,2,
43159,11731,2,12,,
43159,5893,,2,1,
43159,2138,1,3,1,
43159,1678,,10,2,
43159,2053,1,8,,
43159,2716,2,3,1,
43159,2686,2,8,5,
43159,2672,,3,,
43159,53273,4,9,5,
43159,15871,,2,1,
43159,57601,,6,1,
43159,5529,4,8,8,
43159,6203,2,,,
43159,56554,12,8,3,
43159,1717,2,4,,
43159,54380,,20,,
43159,5840,,18,9,
43159,16445,,13,,
43159,6303,8,,2,
43159,57208,5,20,10,
43159,25534,3,12,6,
43159,53490,,16,2,
43159,57007,2,21,2,
43159,53514,,3,3,
43159,55942,1,5,2,
43159,5543,,4,2,
43159,1718,,13,,
43159,51700,,6,2,
43159,3835,,4,2,
43159,55346,,4,3,
43159,1694,,4,2,
43159,3817,,7,2,
43159,2718,3,4,3,
43159,15893,,4,1,
43159,1968,3,10,3,
43159,2060,,4,,
43159,15553,,2,1,
43159,52510,2,11,5,
43159,12101,,10,2,
43159,52082,1,2,,
43159,3838,1,15,2,
43159,6248,1,3,1,
43159,1784,,6,2,
43159,5829,1,6,3,
43159,55973,,6,,
43159,2656,,19,,
43159,25510,,3,4,
43159,6381,,8,2,
43159,1658,2,13,6,
43159,56581,,10,2,
43159,13823,,18,,
43159,1693,2,6,,
43159,15523,,8,,
43159,6370,,6,3,
43159,13810,1,3,2,
43159,3762,4,28,5,
43159,55602,1,4,1,
43159,54498,2,10,1,
43159,2722,,10,,
43159,13820,3,30,3,
43159,25554,5,24,7,
43159,3851,2,8,7,
43159,6290,,11,5,
43159,5805,3,6,3,
43159,3487,,6,,
43159,3831,1,8,3,
43159,5633,,7,4,
43159,5512,1,10,1,
43159,55949,5,7,5,
43159,2662,,6,,
43159,5591,,4,2,
43159,2062,,4,3,
43159,12072,,4,2,
43159,11719,3,20,2,
43159,1762,2,6,2,
43159,53958,2,3,1,
43159,58000,,3,1,
43159,57056,2,7,3,
43159,6366,,3,,
43159,51704,1,11,1,
43159,2113,2,7,2,
43159,11973,,9,2,
43159,6244,2,8,2,
43159,2097,2,8,4,
43159,12967,2,2,1,
43159,3887,,11,3,
43159,56633,,8,2,
43159,6358,1,10,1,
43159,5861,2,6,1,
43159,1688,1,4,,
43159,53903,2,11,2,
43159,57605,1,8,,
43159,2109,,14,2,
43159,2074,,12,,
43159,6249,3,14,,
43159,25548,2,5,4,
43159,11727,,14,2,
43159,11748,,2,1,
43159,25515,2,31,3,
43159,16448,,5,2,
43159,56808,,6,,
43159,6297,,6,,
43159,13755,,9,2,
43160,1676,3,13,3,
43160,52399,,5,3,
43160,55567,1,2,1,
43160,53216,3,10,6,
43160,55422,,20,,
43160,13495,,4,2,
43160,6204,,4,2,
43160,52444,4,20,2,
43160,3825,2,12,5,
43160,3816,2,30,4,
43160,3893,3,3,,
43160,1736,,9,,
43160,16447,2,10,4,
43160,2989,,4,2,
43160,12105,,3,1,
43160,12114,2,8,3,
43160,6264,,2,1,
43160,2692,,5,2,
43160,56388,,5,3,
43160,25555,3,3,,
43160,5589,2,4,4,
43160,5535,,10,3,
43160,12052,,6,,
43160,2138,,2,,
43160,15548,4,,,
43160,1678,4,16,2,
43160,2053,,4,1,
43160,6377,,13,4,
43160,6353,5,30,2,
43160,3543,,10,10,
43160,2672,,,1,
43160,16454,2,7,2,
43160,52474,2,30,4,
43160,57601,1,6,1,
43160,13833,3,14,,
43160,25501,4,26,6,
43160,22960,,20,2,
43160,6437,,9,4,
43160,5579,10,19,8,
43160,3465,,9,4,
43160,2974,,7,2,
43160,6231,2,11,5,
43160,53514,2,3,2,
43160,51516,3,11,2,
43160,6263,,6,6,
43160,6369,,21,,
43160,16435,2,4,2,
43160,51024,3,4,2,
43160,2060,,4,4,
43160,53493,,7,2,
43160,54385,,5,2,
43160,16408,,9,2,
43160,6451,,6,2,
43160,52889,,6,,
43160,6408,1,4,3,
43160,25549,,36,,
43160,52082,,2,1,
43160,51755,1,6,1,
43160,6248,,7,3,
43160,56381,,11,6,
43160,6292,,9,6,
43160,22963,2,9,3,
43160,2999,3,6,6,
43160,13823,,16,,
43160,13548,,12,10,
43160,22983,,9,2,
43160,22956,,16,,
43160,13856,,2,1,
43160,3853,2,7,3,
43160,2996,3,11,5,
43160,6337,4,15,10,
43160,6334,7,15,5,
43160,13840,,15,,
43160,6290,4,8,5,
43160,2990,3,12,2,
43160,25565,,12,,
43160,5536,,7,,
43160,1971,,8,2,
43160,13527,,8,2,
43160,57411,2,15,5,
43160,5591,,5,1,
43160,22984,,3,2,
43160,2143,,5,3,
43160,52431,,6,2,
43160,5548,,6,3,
43160,2024,1,6,2,
43160,22966,1,9,2,
43160,2945,,4,,
43160,12107,3,7,3,
43160,6366,2,7,3,
43160,51704,,7,,
43160,5505,2,11,6,
43160,56938,,16,3,
43160,6210,5,15,10,
43160,3887,,11,,
43160,59056,1,5,,
43160,1688,1,4,2,
43160,2994,6,17,13,
43160,6373,2,25,9,
43160,22959,,12,2,
43160,57605,,6,1,
43160,22980,1,3,2,
43160,56756,,7,,
43160,6249,,16,,
43160,25548,,2,2,
43160,3895,2,15,6,
43160,11727,3,,,
43160,6304,,29,7,
43160,56057,,14,10,
43160,5586,,1,,
43160,56808,2,,2,
43160,16448,,5,,
43161,53171,,4,1,
43161,13846,,9,5,
43161,1676,2,8,3,
43161,5530,2,14,6,
43161,1955,,7,2,
43161,12108,3,12,8,
43161,51568,,31,5,
43161,11726,3,15,2,
43161,13461,,13,3,
43161,6351,,6,3,
43161,13859,,7,3,
43161,58414,6,22,8,
43161,11958,2,6,2,
43161,22985,2,12,5,
43161,16462,3,19,3,
43161,11975,,6,2,
43161,55422,4,15,5,
43161,53730,,20,4,
43161,6204,1,5,3,
43161,6357,1,7,1,
43161,1707,3,14,5,
43161,3896,5,6,2,
43161,55557,,10,6,
43161,2963,3,7,7,
43161,53306,2,13,3,
43161,12115,,5,1,
43161,51725,2,15,9,
43161,3550,,6,,
43161,12082,,10,,
43161,1736,,4,6,
43161,11964,,6,5,
43161,55420,2,22,3,
43161,13814,1,4,2,
43161,6259,3,10,7,
43161,12698,,12,2,
43161,55817,2,7,4,
43161,12105,,3,1,
43161,6466,2,5,3,
43161,53221,3,10,7,
43161,12073,2,2,3,
43161,1690,,4,2,
43161,12103,,10,3,
43161,2098,2,10,6,
43161,6264,,3,1,
43161,2946,2,10,6,
43161,57273,2,14,6,
43161,2667,,4,3,
43161,25556,,12,2,
43161,11723,,3,,
43161,12052,,4,3,
43161,2138,1,8,1,
43161,15548,,12,6,
43161,6447,,6,4,
43161,1678,2,17,3,
43161,2053,1,8,2,
43161,2111,2,14,7,
43161,3777,2,13,2,
43161,2716,,4,2,
43161,12060,2,5,4,
43161,2672,,2,,
43161,11766,2,20,6,
43161,57601,,8,1,
43161,13501,,8,3,
43161,53206,2,3,2,
43161,6203,,3,2,
43161,1717,,6,2,
43161,6407,10,6,6,
43161,6446,3,12,9,
43161,6363,7,24,5,
43161,54380,,14,,
43161,11745,,30,7,
43161,12112,,36,,
43161,12117,2,14,6,
43161,16445,,9,,
43161,25534,1,15,5,
43161,6416,2,8,6,
43161,3894,3,22,6,
43161,13855,2,14,9,
43161,53490,4,15,2,
43161,53514,2,3,3,
43161,2075,2,5,3,
43161,5543,2,5,2,
43161,6403,6,20,5,
43161,59058,,4,3,
43161,16444,6,13,5,
43161,22973,,15,2,
43161,6428,3,10,6,
43161,1718,,13,,
43161,51700,,6,2,
43161,51226,,7,3,
43161,5868,2,10,2,
43161,53242,,13,7,
43161,52494,,16,2,
43161,3835,,7,2,
43161,2030,,8,2,
43161,57598,,7,4,
43161,1694,1,3,5,
43161,51024,,8,6,
43161,5514,3,24,9,
43161,3817,2,10,2,
43161,57973,5,22,10,
43161,51740,2,10,8,
43161,2718,,7,3,
43161,1968,2,20,10,
43161,11951,,8,,
43161,55360,,8,3,
43161,2060,,5,2,
43161,6405,,5,1,
43161,15553,,2,,
43161,52410,2,8,4,
43161,52438,2,15,2,
43161,52982,3,20,8,
43161,22974,2,13,2,
43161,12101,3,13,2,
43161,52510,2,13,8,
43161,56778,4,13,4,
43161,55924,3,6,2,
43161,52082,,2,,
43161,51755,1,13,4,
43161,54341,2,7,2,
43161,6376,2,16,4,
43161,3838,,1,,
43161,13535,,7,3,
43161,2700,,6,1,
43161,2654,1,10,4,
43161,22963,,6,,
43161,55973,2,10,8,
43161,13792,,7,3,
43161,2656,2,18,3,
43161,6381,3,7,,
43161,1658,2,12,7,
43161,2970,,6,3,
43161,13823,,15,2,
43161,1693,,5,3,
43161,15523,2,7,4,
43161,2939,3,30,4,
43161,52652,,12,3,
43161,13856,1,2,1,
43161,12113,3,18,6,
43161,55642,1,6,3,
43161,54498,2,14,2,
43161,2675,,10,5,
43161,2690,,9,3,
43161,1727,2,8,4,
43161,25542,,11,3,
43161,13820,,30,6,
43161,25554,5,24,7,
43161,2705,4,17,9,
43161,11749,2,14,10,
43161,22967,1,7,4,
43161,22975,2,10,3,
43161,5805,3,9,4,
43161,3487,,4,3,
43161,3831,1,12,4,
43161,25565,6,14,,
43161,5536,3,10,8,
43161,5588,3,10,,
43161,12693,1,5,3,
43161,1971,2,10,4,
43161,12939,2,3,,
43161,2961,,5,1,
43161,2662,1,8,2,
43161,5591,,5,2,
43161,2062,,3,2,
43161,6253,,8,4,
43161,12072,,5,1,
43161,1970,2,7,4,
43161,2142,,6,7,
43161,6359,,3,1,
43161,2143,,16,6,
43161,11719,,20,4,
43161,3793,2,9,2,
43161,1762,,5,4,
43161,12694,2,25,4,
43161,2945,,3,2,
43161,53958,,5,1,
43161,58000,1,2,1,
43161,2023,,6,3,
43161,2094,,14,7,
43161,25571,5,20,6,
43161,51704,2,10,2,
43161,2113,,9,,
43161,11973,,8,2,
43161,25517,2,3,2,
43161,56248,1,2,2,
43161,6210,,3,,
43161,6224,,20,5,
43161,6244,,10,4,
43161,12967,,3,1,
43161,3887,3,10,,
43161,56633,1,7,2,
43161,22979,5,13,6,
43161,12699,,3,,
43161,1688,,8,4,
43161,53903,2,9,2,
43161,13857,,7,3,
43161,12695,,12,3,
43161,22968,,15,4,
43161,57605,,5,1,
43161,2109,,16,,
43161,2109,5,10,10,
43161,2074,,7,,
43161,12942,2,8,2,
43161,6249,3,10,14,
43161,25548,,4,2,
43161,11727,2,16,2,
43161,15501,4,11,3,
43161,57962,3,14,9,
43161,5586,,2,1,
43161,16448,,6,2,
43161,56808,,5,3,
43161,2704,2,9,4,
43161,11971,3,5,2,
43161,13755,,11,2,
43161,6219,2,12,10,
43161,6255,2,10,5,
43162,1676,7,22,3,
43162,5530,4,8,3,
43162,11734,,8,3,
43162,52399,,5,3,
43162,51568,5,26,5,
43162,53667,,18,10,
43162,6270,,6,4,
43162,53216,3,12,6,
43162,56835,5,27,5,
43162,55422,2,15,,
43162,6357,1,7,1,
43162,6204,2,5,3,
43162,3825,2,12,5,
43162,2036,,10,4,
43162,2021,3,13,5,
43162,11703,,10,8,
43162,16447,2,6,3,
43162,2989,,7,4,
43162,22982,1,7,4,
43162,12105,,4,2,
43162,12114,2,6,4,
43162,6264,,3,2,
43162,2692,,8,2,
43162,56388,1,6,4,
43162,25555,3,7,2,
43162,5589,3,7,4,
43162,11731,,16,2,
43162,13763,,5,2,
43162,2667,,5,2,
43162,5535,2,14,10,
43162,12052,,4,,
43162,15548,4,,,
43162,1678,4,28,4,
43162,2053,,3,1,
43162,6377,2,10,4,
43162,6353,5,30,2,
43162,3543,,12,10,
43162,2672,,,1,
43162,52474,2,30,4,
43162,57601,3,,,
43162,13833,3,14,,
43162,6203,,3,2,
43162,2102,4,22,7,
43162,25501,4,26,6,
43162,2141,,10,5,
43162,22960,2,10,3,
43162,6437,3,12,7,
43162,52420,2,7,3,
43162,2974,2,13,5,
43162,57835,8,20,8,
43162,6231,2,10,5,
43162,53514,,3,3,
43162,11713,2,13,5,
43162,2075,1,10,5,
43162,51516,3,11,2,
43162,1718,,6,,
43162,16435,3,5,3,
43162,51024,2,3,3,
43162,2060,2,4,,
43162,52889,,5,,
43162,6408,2,6,3,
43162,5518,,1,1,
43162,25549,,36,,
43162,22974,2,13,2,
43162,56778,2,8,2,
43162,6376,2,9,3,
43162,6248,1,6,3,
43162,1784,2,5,2,
43162,6292,2,12,6,
43162,56381,2,12,6,
43162,1743,,4,,
43162,22963,2,13,4,
43162,25510,2,3,3,
43162,1693,1,4,3,
43162,22983,2,8,2,
43162,13856,,2,1,
43162,2996,3,10,5,
43162,6337,2,21,13,
43162,13820,6,30,,
43162,6290,3,10,6,
43162,2702,7,15,8,
43162,11728,,8,2,
43162,2990,5,12,3,
43162,5536,,7,,
43162,54252,3,20,2,
43162,13527,,8,3,
43162,57411,2,15,5,
43162,6359,1,3,1,
43162,52431,,3,2,
43162,5548,2,6,5,
43162,2024,1,3,1,
43162,22966,1,9,2,
43162,2023,,8,4,
43162,12107,2,8,5,
43162,57595,,10,4,
43162,2965,2,8,4,
43162,6366,2,7,3,
43162,51704,2,12,2,
43162,5505,2,10,4,
43162,6210,4,16,10,
43162,6244,,11,5,
43162,2097,2,10,5,
43162,6373,2,27,8,
43162,22959,,15,3,
43162,57605,,10,1,
43162,2109,2,10,,
43162,22980,1,3,2,
43162,2074,,24,13,
43162,56756,,7,,
43162,6249,,28,5,
43162,25548,,5,4,
43162,11748,,2,,
43162,6304,7,29,,
43162,56057,,14,10,
43162,25515,2,,3,
43162,16448,,5,,
43162,56808,2,,2,
43164,53171,,5,,
43164,11725,2,15,5,
43164,1756,,7,3,
43164,13846,2,9,4,
43164,1676,,10,3,
43164,5530,4,10,8,
43164,52399,2,6,3,
43164,54479,,8,,
43164,1964,,6,3,
43164,52863,3,9,1,
43164,51568,,31,5,
43164,6423,,26,8,
43164,13859,,5,1,
43164,58414,4,14,6,
43164,53216,2,8,4,
43164,11958,,8,2,
43164,55422,4,22,7,
43164,13495,,2,1,
43164,6357,1,5,1,
43164,6204,1,3,2,
43164,3896,,9,2,
43164,52444,4,28,4,
